customer_age,job_type,marital,education,default,balance,housing_loan,personal_loan,communication_type,day_of_month,month,last_contact_duration,num_contacts_in_campaign,num_contacts_prev_campaign,prev_campaign_outcome,term_deposit_subscribed
30.0,technician,single,secondary,no,69.0,no,no,cellular,5,jun,158.0,2.0,0,unknown,1
52.0,management,married,tertiary,no,1826.0,yes,no,cellular,20,apr,18.0,1.0,0,unknown,0
50.0,blue-collar,married,secondary,no,3815.0,no,no,unknown,24,jun,229.0,3.0,0,unknown,0
29.0,blue-collar,married,primary,no,1.0,yes,no,cellular,11,may,175.0,4.0,0,unknown,0
30.0,management,married,tertiary,no,233.0,yes,no,unknown,14,may,364.0,10.0,0,unknown,0
27.0,admin.,single,secondary,no,23.0,no,no,cellular,27,aug,300.0,1.0,0,unknown,0
67.0,retired,married,secondary,no,3408.0,no,no,cellular,15,feb,82.0,2.0,0,unknown,0
21.0,student,married,unknown,no,295.0,no,no,cellular,5,aug,365.0,2.0,1,failure,1
32.0,unemployed,single,secondary,no,4.0,no,no,cellular,17,nov,66.0,2.0,0,unknown,0
32.0,technician,married,tertiary,no,582.0,no,no,cellular,20,aug,228.0,4.0,0,unknown,0
55.0,management,married,tertiary,no,231.0,no,no,cellular,4,aug,192.0,1.0,0,unknown,0
32.0,self-employed,married,secondary,no,524.0,yes,no,cellular,21,nov,493.0,4.0,0,unknown,0
60.0,retired,married,tertiary,no,2193.0,yes,no,telephone,31,jul,24.0,9.0,0,unknown,0
48.0,admin.,married,secondary,no,809.0,no,yes,cellular,8,aug,146.0,2.0,0,unknown,0
40.0,management,married,primary,no,731.0,yes,no,unknown,6,jun,107.0,7.0,0,unknown,0
58.0,blue-collar,married,primary,no,76.0,yes,no,telephone,31,jul,58.0,21.0,0,unknown,0
40.0,services,divorced,primary,no,312.0,no,no,cellular,31,jul,83.0,1.0,0,unknown,0
32.0,management,married,tertiary,no,1238.0,yes,no,cellular,21,nov,93.0,1.0,0,unknown,0
23.0,housemaid,married,tertiary,no,66.0,yes,no,cellular,7,may,1396.0,2.0,0,unknown,1
39.0,management,single,tertiary,no,1916.0,no,no,cellular,18,aug,74.0,4.0,0,unknown,0
32.0,management,single,tertiary,no,2705.0,no,no,cellular,19,nov,489.0,1.0,0,unknown,0
54.0,housemaid,married,secondary,no,275.0,no,no,cellular,31,jul,64.0,4.0,0,unknown,0
30.0,management,single,tertiary,no,1270.0,no,no,cellular,16,jul,77.0,4.0,0,unknown,0
50.0,entrepreneur,married,unknown,no,19849.0,no,no,cellular,18,nov,45.0,1.0,1,failure,0
36.0,technician,married,tertiary,no,91.0,no,no,cellular,7,aug,82.0,2.0,0,unknown,0
34.0,self-employed,married,secondary,no,1181.0,yes,no,cellular,6,apr,1081.0,1.0,0,unknown,1
52.0,management,single,tertiary,no,1343.0,yes,no,unknown,20,jun,28.0,19.0,0,unknown,0
38.0,technician,married,secondary,no,79.0,yes,no,unknown,16,may,257.0,1.0,0,unknown,0
55.0,management,married,primary,no,83.0,no,yes,cellular,31,jul,175.0,7.0,0,unknown,0
27.0,blue-collar,single,secondary,no,79.0,no,no,unknown,23,may,106.0,3.0,0,unknown,0
26.0,technician,married,secondary,no,20.0,yes,yes,cellular,5,may,138.0,1.0,0,unknown,0
52.0,blue-collar,divorced,primary,no,52.0,yes,yes,cellular,7,may,371.0,1.0,0,unknown,0
73.0,retired,married,tertiary,no,20419.0,no,no,cellular,12,aug,93.0,2.0,0,unknown,0
38.0,technician,married,secondary,no,2855.0,no,no,cellular,18,aug,290.0,3.0,0,unknown,0
43.0,blue-collar,divorced,primary,no,0.0,no,no,cellular,30,jul,501.0,2.0,0,unknown,1
46.0,blue-collar,married,primary,no,1431.4808641647646,yes,no,cellular,17,nov,262.2352853965901,1.0,0,unknown,0
35.0,services,married,secondary,no,35.0,no,no,unknown,7,may,158.0,1.0,0,unknown,0
47.0,management,married,tertiary,no,99.0,yes,no,unknown,7,may,40.0,4.0,0,unknown,0
34.0,services,single,secondary,no,4.0,yes,no,cellular,6,may,312.0,2.0,0,unknown,0
45.0,blue-collar,married,primary,no,822.0,yes,no,telephone,7,may,177.0,12.0,0,unknown,0
32.0,technician,married,secondary,no,2322.0,no,no,cellular,14,dec,437.0,1.0,2,failure,1
36.0,blue-collar,married,secondary,no,1697.0,yes,yes,cellular,21,jul,225.0,2.0,0,unknown,0
47.0,unemployed,married,secondary,no,190.0,yes,no,unknown,18,jun,322.0,6.0,0,unknown,0
31.0,self-employed,married,unknown,no,1709.0,no,no,cellular,23,jul,945.0,2.0,0,unknown,0
58.0,blue-collar,married,secondary,no,1683.0,no,no,telephone,17,apr,91.0,2.0,0,unknown,0
40.0,blue-collar,single,secondary,no,5480.0,no,no,cellular,29,jul,94.0,2.0,0,unknown,0
48.0,blue-collar,married,primary,no,3304.0,yes,no,cellular,20,apr,208.0,1.0,0,unknown,0
32.0,technician,single,secondary,no,532.0,yes,yes,unknown,27,may,153.0,2.0,0,unknown,0
45.0,retired,married,primary,no,466.0,no,yes,unknown,15,may,110.0,2.0,0,unknown,0
44.0,technician,married,secondary,no,3583.0,yes,no,unknown,15,may,203.0,1.0,0,unknown,0
38.0,management,single,tertiary,no,458.0,yes,no,cellular,19,feb,258.0,2.0,6,success,1
36.0,blue-collar,married,secondary,no,730.0,yes,no,cellular,20,apr,35.0,5.0,8,other,0
40.43921619182674,management,married,secondary,no,6081.0,no,no,cellular,19,nov,244.0,1.0,0,unknown,0
35.0,blue-collar,married,secondary,no,688.0,yes,yes,telephone,14,may,13.0,6.0,12,other,0
40.0,housemaid,married,tertiary,no,5666.0,yes,no,unknown,30,may,29.0,1.0,0,unknown,0
42.0,blue-collar,single,secondary,no,25.0,yes,no,cellular,12,may,250.0,3.0,0,unknown,0
58.0,management,married,tertiary,no,7387.0,no,no,telephone,17,nov,68.0,1.0,0,unknown,0
44.0,technician,married,secondary,no,364.0,yes,no,cellular,6,aug,207.0,3.0,0,unknown,0
40.43921619182674,services,divorced,primary,no,204.0,no,no,cellular,17,nov,176.0,3.0,0,unknown,0
32.0,blue-collar,married,secondary,no,34.0,yes,no,unknown,2,jun,43.0,1.0,0,unknown,0
47.0,technician,married,secondary,no,0.0,yes,no,unknown,2,jun,169.0,2.0,0,unknown,0
30.0,services,single,tertiary,no,1023.0,no,no,unknown,20,may,63.0,3.0,0,unknown,0
47.0,management,divorced,secondary,no,14.0,yes,yes,unknown,5,may,184.0,2.0,0,unknown,0
39.0,services,married,secondary,no,522.0,yes,no,telephone,19,nov,9.0,1.0,0,unknown,0
29.0,management,single,tertiary,no,1354.0,no,no,cellular,11,mar,246.0,1.0,1,failure,0
37.0,unemployed,married,primary,no,4561.0,yes,no,telephone,5,feb,503.0,1.0,0,unknown,0
40.0,blue-collar,married,secondary,no,1452.0,no,no,cellular,1,jun,262.2352853965901,1.0,0,unknown,1
59.0,retired,married,primary,no,1431.4808641647646,no,no,telephone,31,jul,19.0,2.0,0,unknown,0
34.0,technician,divorced,secondary,no,555.0,yes,no,cellular,21,aug,355.0,1.0,0,unknown,0
44.0,management,married,tertiary,no,3111.0,no,no,cellular,18,aug,145.0,2.0,0,unknown,0
54.0,management,married,primary,no,380.0,no,no,telephone,4,feb,55.0,1.0,0,unknown,0
76.0,retired,married,primary,no,14208.0,no,no,cellular,26,oct,156.0,1.0,1,other,0
46.0,management,divorced,secondary,no,637.0,no,no,unknown,9,jun,222.0,2.0,0,unknown,0
36.0,blue-collar,married,primary,no,2285.0,yes,no,cellular,18,may,126.0,2.0,1,other,0
35.0,blue-collar,married,secondary,no,74.0,yes,no,unknown,30,may,528.0,5.0,0,unknown,0
63.0,retired,married,secondary,no,518.0,no,no,cellular,13,aug,207.0,3.0,4,success,1
47.0,technician,married,secondary,no,2410.0,yes,no,telephone,14,jul,188.0,5.0,0,unknown,0
35.0,housemaid,single,secondary,no,98.0,yes,no,cellular,14,may,41.0,6.0,0,unknown,0
59.0,management,divorced,tertiary,no,462.0,yes,no,unknown,21,may,137.0,10.0,0,unknown,0
37.0,blue-collar,single,secondary,no,-4.0,yes,no,cellular,16,apr,184.0,1.0,0,unknown,0
41.0,management,single,tertiary,no,1513.0,no,no,cellular,15,mar,161.0,2.0,1,failure,0
35.0,blue-collar,single,primary,no,242.0,yes,no,unknown,21,may,20.0,3.0,0,unknown,0
50.0,services,married,primary,no,2620.0,yes,no,cellular,21,nov,70.0,2.0,0,unknown,0
40.0,housemaid,married,secondary,no,319.0,no,no,cellular,22,aug,119.0,4.0,0,unknown,0
59.0,blue-collar,divorced,secondary,no,1307.0,no,no,unknown,7,may,153.0,2.0,0,unknown,0
23.0,blue-collar,single,secondary,no,1158.0,no,no,cellular,7,dec,278.0,3.0,0,unknown,0
54.0,blue-collar,married,primary,no,991.0,no,no,cellular,21,aug,103.0,2.0,0,unknown,0
40.0,unemployed,married,primary,no,1144.0,yes,yes,unknown,8,may,259.0,5.0,0,unknown,0
45.0,blue-collar,divorced,primary,no,212.0,no,no,cellular,2,feb,158.0,1.0,0,unknown,0
44.0,self-employed,married,secondary,no,319.0,no,no,cellular,21,nov,84.0,1.0,0,unknown,0
57.0,technician,married,secondary,no,6955.0,yes,yes,unknown,13,may,168.0,2.0,0,unknown,0
32.0,technician,single,secondary,no,-814.0,no,no,cellular,25,aug,72.0,19.0,0,unknown,0
42.0,services,married,secondary,no,1859.0,yes,no,telephone,6,may,0.0,1.0,0,unknown,0
32.0,blue-collar,married,secondary,no,5146.0,yes,yes,unknown,20,may,240.0,2.0,0,unknown,0
36.0,technician,single,secondary,no,225.0,no,no,cellular,28,aug,107.0,1.0,0,unknown,0
53.0,admin.,divorced,secondary,no,-284.0,yes,no,cellular,14,may,52.0,4.0,2,failure,0
43.0,management,single,tertiary,no,760.0,no,yes,cellular,28,aug,100.0,6.0,0,unknown,0
55.0,retired,divorced,secondary,no,4161.0,yes,no,unknown,16,may,380.0,1.0,0,unknown,0
33.0,technician,single,unknown,no,495.0,no,no,cellular,9,jul,480.0,7.0,0,unknown,1
26.0,management,married,tertiary,yes,79.0,no,yes,cellular,28,jul,52.0,21.0,0,unknown,0
46.0,blue-collar,married,secondary,no,719.0,no,no,cellular,8,aug,73.0,2.0,0,unknown,0
51.0,blue-collar,married,secondary,no,917.0,yes,no,cellular,30,jul,70.0,2.0,0,unknown,0
28.0,admin.,single,secondary,no,338.0,no,no,cellular,2,feb,165.0,2.0,0,unknown,0
39.0,housemaid,divorced,primary,no,-17.0,yes,no,cellular,10,jul,175.0,1.0,0,unknown,0
34.0,housemaid,married,tertiary,no,1269.0,yes,no,cellular,15,may,321.0,5.0,4,failure,0
44.0,blue-collar,single,primary,no,84.0,no,no,unknown,15,may,75.0,1.0,0,unknown,0
56.0,blue-collar,married,primary,no,57.0,no,no,unknown,5,jun,80.0,1.0,0,unknown,0
39.0,student,single,secondary,no,595.0,yes,no,unknown,18,sep,37.0,1.0,2,success,0
26.0,management,single,tertiary,no,1809.0,no,no,cellular,7,jul,259.0,2.0,1,success,1
44.0,management,divorced,secondary,no,306.0,no,no,unknown,6,jun,89.0,1.0,0,unknown,0
30.0,technician,single,tertiary,no,-5.0,yes,no,cellular,21,nov,648.0,1.0,0,unknown,1
24.0,management,single,tertiary,no,4686.0,yes,no,telephone,5,nov,0.0,1.0,0,unknown,0
51.0,admin.,married,tertiary,no,20.0,no,no,cellular,26,aug,149.0,2.0,0,unknown,0
31.0,technician,married,secondary,no,240.0,yes,no,cellular,21,nov,300.0,2.0,8,failure,0
30.0,management,single,tertiary,no,3971.0,yes,no,unknown,23,may,545.0,1.0,0,unknown,0
41.0,admin.,married,secondary,no,250.0,yes,no,cellular,31,jul,73.0,5.0,0,unknown,0
37.0,blue-collar,single,secondary,no,-5.0,yes,no,unknown,27,may,66.0,4.0,0,unknown,0
27.0,blue-collar,married,secondary,no,143.0,yes,yes,cellular,31,jul,15.0,22.0,0,unknown,0
49.0,blue-collar,married,secondary,no,-42.0,no,no,cellular,6,aug,581.0,4.0,0,unknown,0
37.0,blue-collar,married,secondary,no,1161.0,yes,no,cellular,11,may,304.0,3.0,7,failure,0
36.0,technician,divorced,secondary,no,570.0,yes,no,cellular,6,aug,167.0,2.0,0,unknown,0
62.0,blue-collar,married,secondary,no,180.0,no,no,cellular,14,jan,170.0,1.0,4,other,1
37.0,admin.,married,secondary,no,-137.0,no,no,cellular,30,jul,118.0,2.0,0,unknown,0
47.0,blue-collar,married,primary,no,272.0,yes,yes,cellular,17,apr,251.0,1.0,1,failure,0
34.0,entrepreneur,single,tertiary,no,894.0,yes,yes,cellular,28,aug,26.0,10.0,0,unknown,0
33.0,management,married,tertiary,no,1578.0,no,no,cellular,12,aug,158.0,4.0,0,unknown,0
45.0,technician,married,secondary,no,143.0,no,no,cellular,14,jul,340.0,3.0,0,unknown,0
30.0,services,married,secondary,no,4790.0,yes,yes,unknown,6,jun,422.0,4.0,0,unknown,0
32.0,services,single,secondary,no,116.0,no,yes,cellular,18,jul,104.0,10.0,0,unknown,0
34.0,blue-collar,married,primary,no,3137.0,yes,no,cellular,19,nov,837.0,1.0,0,unknown,1
47.0,management,divorced,tertiary,no,-478.0,yes,no,unknown,3,jun,20.0,6.0,0,unknown,0
53.0,blue-collar,divorced,secondary,no,-380.0,yes,no,cellular,9,feb,107.0,2.0,0,unknown,0
57.0,retired,married,secondary,yes,879.0,yes,yes,cellular,29,jul,69.0,8.0,0,unknown,0
69.0,retired,married,secondary,no,952.0,no,yes,cellular,12,mar,230.0,3.0,1,failure,1
33.0,technician,single,tertiary,no,2484.0,no,no,cellular,18,aug,564.0,11.0,0,unknown,0
42.0,technician,married,tertiary,no,5110.0,no,no,cellular,22,apr,345.0,2.0,0,unknown,1
32.0,admin.,married,secondary,no,580.0,yes,no,cellular,19,nov,209.0,2.0,0,unknown,0
52.0,admin.,married,tertiary,no,46.0,no,no,cellular,29,aug,49.0,4.0,0,unknown,0
49.0,blue-collar,married,secondary,no,559.0,no,no,unknown,8,may,108.0,3.0,0,unknown,0
41.0,housemaid,married,primary,no,1836.0,no,no,cellular,6,feb,193.0,4.0,0,unknown,0
33.0,entrepreneur,married,tertiary,no,4.0,no,no,cellular,20,nov,213.0,1.0,0,unknown,0
42.0,management,married,tertiary,no,1412.0,no,no,cellular,23,jul,421.0,3.0,0,unknown,0
36.0,blue-collar,married,secondary,no,26.0,yes,no,cellular,15,may,275.0,5.0,0,unknown,0
42.0,housemaid,married,primary,yes,-977.0,yes,yes,unknown,16,may,117.0,2.0,0,unknown,0
43.0,blue-collar,single,secondary,no,140.0,no,no,unknown,5,jun,195.0,1.0,0,unknown,0
34.0,technician,married,secondary,no,1192.0,no,yes,cellular,20,aug,226.0,2.0,0,unknown,0
30.0,management,single,tertiary,no,1639.0,yes,no,cellular,13,aug,179.0,3.0,0,unknown,0
35.0,services,married,secondary,no,506.0,no,no,unknown,20,jun,7.0,4.0,0,unknown,0
43.0,services,married,secondary,no,-623.0,no,yes,unknown,27,jun,212.0,2.0,0,unknown,0
61.0,retired,married,primary,no,12068.0,no,no,telephone,29,apr,644.0,1.0,1,failure,1
37.0,technician,married,secondary,no,701.0,no,no,cellular,31,jul,93.0,2.0,0,unknown,0
57.0,technician,married,secondary,no,1940.0,no,yes,cellular,26,feb,213.0,1.0,4,success,1
43.0,services,married,secondary,no,-397.0,yes,no,cellular,5,may,909.0,1.0,0,unknown,1
43.0,technician,single,tertiary,no,4537.0,yes,no,unknown,16,may,333.0,2.0,0,unknown,0
66.0,retired,single,tertiary,no,-1.0,no,no,cellular,12,oct,62.0,2.0,0,unknown,0
41.0,management,married,primary,no,736.0,yes,yes,cellular,2,apr,382.0,2.0,3,failure,0
35.0,self-employed,married,secondary,no,141.0,no,no,unknown,9,may,192.0,3.0,0,unknown,0
37.0,blue-collar,married,primary,no,-3.0,yes,no,unknown,5,may,71.0,1.0,0,unknown,0
32.0,management,single,tertiary,no,148.0,no,no,cellular,13,sep,69.0,3.0,5,success,0
49.0,blue-collar,divorced,primary,no,156.0,yes,yes,cellular,9,apr,223.0,1.0,1,failure,0
29.0,management,married,tertiary,no,4.0,yes,no,cellular,14,may,52.0,2.0,0,unknown,0
28.0,unemployed,single,primary,no,90.0,no,no,unknown,11,oct,0.0,1.0,0,unknown,0
34.0,management,single,tertiary,no,7609.0,no,no,cellular,24,jul,1225.0,4.0,0,unknown,0
37.0,technician,single,tertiary,no,1519.0,yes,no,cellular,28,aug,17.0,8.0,0,unknown,0
42.0,admin.,single,secondary,no,1455.0,yes,no,cellular,11,may,246.0,1.0,0,unknown,0
46.0,blue-collar,married,primary,no,1083.0,yes,no,cellular,11,may,185.0,2.0,0,unknown,0
70.0,retired,married,secondary,no,87.0,no,no,telephone,9,dec,102.0,6.0,0,unknown,0
29.0,unemployed,married,secondary,no,225.0,no,no,cellular,8,aug,54.0,4.0,0,unknown,0
57.0,management,married,tertiary,no,93.0,no,yes,cellular,8,jul,52.0,1.0,0,unknown,0
39.0,technician,single,secondary,no,-226.0,no,no,cellular,19,aug,213.0,1.0,0,unknown,0
36.0,blue-collar,married,secondary,no,-1.0,yes,yes,cellular,7,may,169.0,4.0,0,unknown,0
53.0,housemaid,divorced,tertiary,no,1611.0,no,no,cellular,4,aug,855.0,1.0,0,unknown,1
45.0,technician,married,tertiary,no,1129.0,no,no,cellular,11,aug,122.0,6.0,0,unknown,0
45.0,management,married,tertiary,no,128.0,yes,no,unknown,13,may,81.0,1.0,0,unknown,0
29.0,services,single,secondary,no,860.0,yes,yes,unknown,20,may,547.0,2.0,0,unknown,0
75.0,retired,divorced,primary,no,29083.0,no,no,cellular,30,jun,291.0,5.0,4,other,1
54.0,blue-collar,married,primary,no,1114.0,no,no,telephone,26,aug,378.0,9.0,0,unknown,0
80.0,retired,married,secondary,no,90.0,no,no,telephone,27,oct,230.0,2.0,0,unknown,0
34.0,management,single,tertiary,no,-3.0,no,no,cellular,29,aug,264.0,2.0,0,unknown,0
23.0,services,married,secondary,no,42.0,yes,yes,cellular,4,feb,187.0,2.0,20,other,0
35.0,blue-collar,single,primary,no,81.0,no,no,unknown,16,may,144.0,1.0,0,unknown,0
34.0,technician,single,secondary,no,1767.0,yes,no,cellular,18,nov,283.0,1.0,1,failure,0
34.0,entrepreneur,single,tertiary,no,-273.0,yes,yes,unknown,27,may,243.0,2.0,0,unknown,0
31.0,technician,married,secondary,no,599.0,yes,no,cellular,28,jul,53.0,4.0,1,failure,0
28.0,student,single,secondary,no,249.0,yes,no,unknown,6,may,194.0,3.0,0,unknown,0
38.0,technician,divorced,secondary,no,1977.0,yes,no,unknown,9,may,103.0,1.0,0,unknown,0
33.0,blue-collar,single,secondary,no,47.0,no,no,telephone,2,feb,41.0,1.0,0,unknown,0
32.0,management,married,secondary,no,-291.0,yes,no,unknown,27,may,533.0,2.0,0,unknown,0
53.0,management,married,tertiary,no,955.0,yes,yes,cellular,18,nov,114.0,3.0,0,unknown,0
60.0,technician,divorced,secondary,no,883.0,yes,no,unknown,26,may,212.0,1.0,0,unknown,0
36.0,admin.,married,tertiary,no,1984.0,no,no,cellular,17,nov,396.0,2.0,0,unknown,0
51.0,admin.,married,secondary,no,2690.0,no,no,cellular,17,may,330.0,2.0,2,other,0
33.0,management,single,tertiary,no,1339.0,no,no,cellular,22,aug,209.0,6.0,0,unknown,0
44.0,admin.,married,secondary,yes,-1254.0,yes,yes,unknown,19,may,81.0,4.0,0,unknown,0
33.0,blue-collar,single,secondary,no,17.0,yes,no,unknown,21,may,287.0,1.0,0,unknown,0
39.0,blue-collar,married,primary,no,-179.0,no,no,cellular,9,jul,192.0,1.0,0,unknown,0
30.0,services,single,secondary,no,1291.7381224303335,yes,no,unknown,23,may,427.0,9.0,0,unknown,0
35.0,admin.,divorced,tertiary,no,83.0,yes,no,unknown,6,may,215.0,1.0,0,unknown,0
64.0,retired,married,tertiary,no,4692.0,yes,no,cellular,13,jan,108.0,1.0,1,failure,0
27.0,blue-collar,single,primary,no,100.0,yes,no,unknown,16,may,56.0,1.0,0,unknown,0
29.0,management,single,tertiary,no,1139.0,yes,no,cellular,8,may,7.0,1.0,0,unknown,0
47.0,blue-collar,married,secondary,no,2085.0,yes,no,unknown,14,may,377.0,1.0,0,unknown,0
22.0,admin.,single,tertiary,no,1052.0,yes,no,cellular,15,may,369.0,1.0,0,unknown,0
33.0,entrepreneur,married,tertiary,no,11589.0,yes,no,cellular,18,nov,57.0,1.0,0,unknown,0
45.0,services,married,secondary,no,797.0,no,no,cellular,8,aug,85.0,1.0,0,unknown,0
32.0,blue-collar,single,primary,no,-445.0,yes,no,unknown,28,may,522.0,1.0,0,unknown,0
36.0,blue-collar,single,secondary,no,2391.0,yes,no,cellular,20,apr,11.0,2.0,12,failure,0
36.0,services,single,secondary,no,542.0,yes,no,cellular,7,may,256.48121337469837,1.0,2,failure,0
51.0,admin.,divorced,secondary,no,228.0,yes,no,unknown,6,may,154.0,1.0,0,unknown,0
35.0,blue-collar,married,secondary,no,1008.0,no,no,unknown,20,jun,61.0,12.0,0,unknown,0
49.0,technician,married,secondary,no,1133.0,yes,no,cellular,23,jul,120.0,2.0,0,unknown,0
51.0,management,divorced,tertiary,no,735.0,yes,yes,unknown,29,may,72.0,1.0,0,unknown,0
28.0,technician,single,secondary,no,1234.0,yes,no,cellular,4,sep,243.0,1.0,7,success,1
25.0,student,single,secondary,no,1291.7381224303335,yes,no,unknown,8,may,334.0,1.0,0,unknown,0
30.0,technician,married,secondary,no,89.0,yes,no,cellular,12,may,214.0,1.0,0,unknown,0
34.0,admin.,married,secondary,no,-3.0,no,no,unknown,7,may,323.0,1.0,0,unknown,0
51.0,management,married,tertiary,no,5342.0,no,no,cellular,18,nov,63.0,1.0,0,unknown,0
28.0,blue-collar,single,secondary,no,-1.0,yes,no,unknown,5,may,0.0,2.0,0,unknown,0
36.0,services,married,secondary,no,2.0,yes,no,cellular,30,jul,249.0,3.0,0,unknown,0
54.0,retired,married,primary,no,3548.0,no,no,cellular,31,jul,67.0,36.0,0,unknown,0
51.0,housemaid,married,secondary,no,737.0,yes,no,unknown,20,may,517.0,1.0,0,unknown,0
44.0,management,single,tertiary,no,3816.0,no,no,cellular,20,nov,181.0,2.0,0,unknown,0
52.0,housemaid,married,primary,no,1517.0,no,no,unknown,6,jun,12.0,1.0,0,unknown,0
30.0,services,single,secondary,no,938.0,yes,no,cellular,18,nov,56.0,1.0,0,unknown,0
37.0,admin.,single,primary,no,2356.0,yes,no,unknown,16,jun,88.0,1.0,0,unknown,0
22.0,blue-collar,single,secondary,no,-403.0,yes,no,cellular,18,may,0.0,3.0,4,other,0
34.0,student,single,tertiary,no,-5.0,no,no,cellular,4,feb,221.0,3.0,2,failure,0
31.0,management,single,secondary,no,-2.0,yes,no,cellular,17,jul,143.0,5.0,0,unknown,0
50.0,services,single,secondary,no,1720.0,yes,no,cellular,7,apr,257.0,1.0,0,unknown,0
38.0,blue-collar,married,secondary,no,220.0,yes,no,cellular,15,apr,379.0,2.0,1,failure,0
48.0,management,married,tertiary,no,2637.0,no,no,cellular,21,may,397.0,3.0,5,failure,1
57.0,services,married,secondary,no,3.0,no,no,cellular,7,may,128.0,1.0,0,unknown,0
51.0,entrepreneur,divorced,tertiary,no,319.0,no,no,cellular,8,jan,229.0,1.0,1,failure,0
29.0,admin.,single,tertiary,no,299.0,no,no,cellular,8,aug,475.0,1.0,0,unknown,0
50.0,entrepreneur,married,tertiary,no,36938.0,yes,no,cellular,21,nov,22.0,1.0,0,unknown,0
30.0,management,married,tertiary,no,8087.0,yes,no,unknown,28,may,306.0,2.0,0,unknown,0
33.0,blue-collar,married,primary,no,59.0,yes,yes,cellular,17,apr,345.0,2.0,0,unknown,0
34.0,blue-collar,married,primary,no,657.0,yes,no,cellular,28,jul,82.0,4.0,0,unknown,0
75.0,retired,married,primary,no,5543.0,no,no,telephone,6,aug,351.0,1.0,0,unknown,1
28.0,admin.,married,secondary,no,691.0,yes,no,cellular,13,apr,462.0,2.0,0,unknown,0
28.0,blue-collar,married,secondary,no,-561.0,yes,no,unknown,18,jun,168.0,3.0,0,unknown,0
35.0,blue-collar,single,primary,no,-5.0,no,no,telephone,9,jul,93.0,1.0,0,unknown,0
35.0,admin.,single,secondary,no,390.0,yes,no,unknown,12,may,110.0,8.0,0,unknown,0
61.0,admin.,married,primary,no,1042.0,no,no,telephone,31,jul,719.0,1.0,0,unknown,0
30.0,blue-collar,married,primary,no,623.0,no,no,cellular,30,mar,93.0,1.0,0,unknown,0
41.0,self-employed,married,tertiary,no,2631.0,no,no,unknown,12,jun,641.0,5.0,0,unknown,1
39.0,blue-collar,single,unknown,no,8.0,yes,no,unknown,3,jun,255.0,10.0,0,unknown,0
40.43921619182674,technician,married,secondary,no,-750.0,yes,yes,cellular,9,jul,736.0,3.0,0,unknown,1
35.0,services,single,primary,no,185.0,no,no,unknown,12,jun,178.0,5.0,0,unknown,0
28.0,student,single,secondary,no,312.0,no,no,cellular,7,dec,396.0,2.0,4,failure,1
37.0,self-employed,married,secondary,no,30.0,yes,no,unknown,23,may,126.0,4.0,0,unknown,0
27.0,self-employed,single,tertiary,no,265.0,yes,no,cellular,7,may,35.0,2.0,2,failure,0
33.0,unemployed,single,secondary,no,1589.0,no,no,cellular,5,feb,354.0,2.0,0,unknown,0
49.0,services,divorced,secondary,no,768.0,yes,no,unknown,20,jun,36.0,3.0,0,unknown,0
37.0,admin.,single,secondary,no,205.0,yes,no,cellular,10,jul,296.0,1.0,0,unknown,0
20.0,technician,single,secondary,no,-309.0,yes,no,unknown,4,jun,227.0,2.0,0,unknown,0
37.0,admin.,married,secondary,no,-5.0,no,no,cellular,28,jul,491.0,2.0,11,success,1
84.0,retired,divorced,primary,no,1092.0,no,no,telephone,5,mar,179.0,1.0,0,unknown,1
34.0,technician,divorced,secondary,no,173.0,yes,no,cellular,14,may,19.0,8.0,0,unknown,0
30.0,blue-collar,single,secondary,no,5549.0,yes,no,cellular,11,may,56.0,1.0,0,unknown,0
56.0,retired,married,secondary,no,2952.0,no,no,cellular,11,aug,52.0,2.0,0,unknown,0
28.0,blue-collar,married,secondary,no,1239.0,yes,no,unknown,14,may,256.0,1.0,0,unknown,0
40.0,management,married,secondary,no,-106.0,yes,no,unknown,9,jun,106.0,7.0,0,unknown,0
29.0,admin.,married,tertiary,no,226.0,no,no,cellular,21,aug,161.0,2.0,0,unknown,0
38.0,blue-collar,married,primary,no,357.0,yes,yes,cellular,12,may,708.0,4.0,4,other,0
54.0,blue-collar,married,primary,no,2138.0,no,no,cellular,4,feb,139.0,2.0,0,unknown,0
37.0,management,single,tertiary,no,4238.0,yes,no,cellular,7,may,52.0,1.0,0,unknown,0
49.0,management,married,secondary,no,49.0,yes,no,unknown,5,may,188.0,2.0,0,unknown,0
51.0,management,married,tertiary,no,91.0,no,no,cellular,11,jul,88.0,1.0,0,unknown,0
28.0,unemployed,married,secondary,no,313.0,yes,no,unknown,26,may,129.0,7.0,0,unknown,0
38.0,services,married,secondary,no,475.0,yes,no,cellular,28,jul,387.0,3.0,0,unknown,0
58.0,retired,married,tertiary,no,870.0,no,no,telephone,28,aug,36.0,5.0,0,unknown,0
29.0,admin.,married,secondary,no,790.0,yes,no,cellular,18,may,4.0,14.0,0,unknown,0
36.0,technician,married,tertiary,no,-1103.0,yes,no,cellular,30,jul,36.0,9.0,0,unknown,0
30.0,management,married,tertiary,no,1198.0,yes,no,cellular,11,jul,505.0,1.0,0,unknown,0
34.0,blue-collar,single,primary,no,47.0,yes,no,unknown,8,may,411.0,1.0,0,unknown,0
26.0,admin.,single,tertiary,no,1996.0,yes,no,unknown,23,may,177.0,1.0,0,unknown,0
41.0,blue-collar,married,unknown,no,1127.0,yes,no,unknown,29,may,122.0,3.0,0,unknown,0
